[['E', 'V', 'A', 'N', 'S'], ['S', '.', 'O', 'N', 'C'], ['C', 'A', 'N', 'E', 'E'], ['H', 'E', 'I', '.', 'M'], ['E', 'R', 'E', 'D', 'E']]
[['G', 'I', 'O', 'R', 'N', 'A', 'L', 'A', 'I'], ['E', 'P', 'C', '.', 'E', '.', 'S', 'O', 'R'], ['O', 'R', 'R', 'I', 'D', 'I', '.', 'L', 'L'], ['G', '.', 'E', 'P', 'E', '.', '.', '.', 'A'], ['R', 'V', '.', '.', 'R', '.', '.', 'S', 'N'], ['A', '.', '.', '.', 'L', 'U', 'E', '.', 'D'], ['F', 'L', '.', 'S', 'A', 'L', 'U', 'T', 'E'], ['I', 'O', 'I', '.', 'N', '.', 'R', 'E', 'S'], ['A', 'C', 'C', 'I', 'D', 'I', 'O', 'S', 'I']]
[['S', 'I', 'M', '.', '.', 'P', 'E', 'G', 'G', 'I', 'O'], ['Y', '.', 'E', 'N', 'F', 'I', 'O', '.', 'U', 'I', 'C'], ['.', 'D', 'Z', '.', 'O', '.', 'O', '.', 'A', '.', 'U'], ['.', 'O', 'Z', 'Z', 'Y', '.', '.', 'I', 'D', 'O', 'L'], ['K', 'N', 'O', 'D', 'E', 'L', '.', 'D', 'A', 'T', 'A'], ['L', 'A', 'G', '.', 'R', '.', 'A', '.', 'L', 'A', 'R'], ['I', 'R', 'I', 'S', '.', 'A', 'L', 'A', 'C', 'R', 'E'], ['N', 'E', 'O', 'N', '.', '.', 'B', 'R', 'A', 'D', '.'], ['G', '.', 'R', '.', 'O', '.', 'E', '.', 'N', 'E', '.'], ['E', 'O', 'N', '.', 'T', 'H', 'E', 'D', 'A', '.', 'V'], ['R', 'I', 'O', 'T', 'T', 'A', '.', '.', 'L', 'E', 'O']]
[['Z', 'D', '.', 'E', 'O', 'A', '.', 'V', 'E', 'L', '.'], ['O', 'R', '.', 'O', 'R', 'M', 'A', 'I', '.', 'O', '.'], ['O', '.', 'I', 'R', 'L', 'A', 'N', 'D', 'E', 'S', 'E'], ['.', 'F', 'F', '.', 'O', 'T', 'T', 'E', 'T', 'T', 'I'], ['A', '.', '.', 'I', 'V', 'R', 'E', 'A', '.', '.', 'G'], ['D', '.', 'U', 'M', '.', 'I', '.', 'T', 'E', '.', 'E'], ['A', '.', '.', 'M', 'E', 'C', 'C', 'A', '.', '.', 'R'], ['M', 'E', 'N', 'E', 'N', 'I', 'O', '.', 'R', 'V', '.'], ['S', 'C', 'O', 'S', 'T', 'A', 'R', 'S', 'I', '.', 'O'], ['.', 'H', '.', 'S', 'E', 'N', 'S', 'I', '.', 'L', 'U'], ['.', 'I', 'N', 'A', '.', 'A', 'E', 'R', '.', 'X', 'T']]
[['.', '.', 'C', 'I', 'R', '.', '.', '.', 'O', '.', '.'], ['R', 'G', 'A', '.', '.', 'A', '.', 'E', 'R', 'B', 'E'], ['X', 'I', 'L', 'O', 'G', 'R', 'A', 'F', 'I', 'A', '.'], ['.', 'O', 'Z', 'O', 'N', 'O', 'S', 'F', 'E', 'R', 'A'], ['T', 'I', 'A', 'S', 'O', '.', 'S', 'E', 'N', 'T', 'A'], ['H', '.', 'M', '.', 'M', '.', 'U', '.', 'T', '.', 'R'], ['O', 'M', 'A', 'S', 'O', '.', 'E', 'C', 'A', 'T', 'E'], ['R', 'I', 'G', 'E', 'N', 'E', 'R', 'A', 'T', 'A', '.'], ['.', 'A', 'L', 'L', 'E', 'G', 'O', 'R', 'I', 'C', 'O'], ['N', 'O', 'I', 'E', '.', 'O', '.', '.', 'V', 'S', 'O'], ['.', '.', 'A', '.', '.', '.', 'T', 'V', 'E', '.', '.']]
[['D', 'I', '.', 'H', '.', '.', 'S', 'N', '.', 'R', 'T'], ['.', 'G', 'A', 'M', 'E', '.', 'E', '.', 'T', 'I', 'D'], ['.', 'T', 'C', '.', 'M', '.', 'C', 'L', '.', 'F', 'I'], ['S', '.', 'I', 'S', 'O', 'S', 'C', 'E', 'L', 'I', '.'], ['T', 'E', 'D', 'E', 'S', 'C', 'A', '.', 'A', 'U', '.'], ['A', 'D', 'A', 'T', 'T', 'A', 'M', 'E', 'N', 'T', 'O'], ['.', 'W', 'R', '.', 'A', 'L', 'E', 'S', 'S', 'I', 'O'], ['.', 'A', 'I', 'U', 'T', 'A', 'N', 'T', 'I', '.', 'S'], ['M', 'R', '.', 'X', 'I', '.', 'T', '.', 'N', 'I', '.'], ['G', 'D', 'A', '.', 'C', '.', 'E', 'R', 'G', 'O', '.'], ['C', 'S', '.', 'A', 'O', '.', '.', 'Q', '.', 'C', 'V']]
[['.', 'R', 'A', 'T', '.', 'A', 'C', 'E', 'R', 'B', 'A'], ['P', 'I', '.', '.', '.', '.', 'A', 'D', '.', 'I', '.'], ['X', 'E', 'R', 'E', 'S', '.', 'L', 'I', 'E', '.', 'E'], ['.', 'M', 'A', 'J', 'O', 'R', 'E', 'T', 'T', 'E', 'S'], ['S', 'E', 'G', '.', '.', 'O', 'B', 'E', 'R', 'T', 'O'], ['M', 'R', 'T', '.', '.', 'B', '.', '.', 'U', 'I', 'D'], ['A', 'S', 'I', 'A', 'G', 'O', '.', '.', 'S', 'L', 'O'], ['S', 'I', 'M', 'M', 'E', 'T', 'R', 'I', 'C', 'I', '.'], ['H', '.', 'E', 'O', 'R', '.', 'L', 'H', 'A', 'S', 'A'], ['.', 'U', '.', 'R', 'M', '.', '.', '.', '.', 'M', 'R'], ['X', 'A', 'V', 'I', 'E', 'R', '.', 'E', 'M', 'O', '.']]
[['.', 'D', 'I', 'O', 'D', 'O', '.', 'E', 'Q', '.', '.'], ['B', 'U', 'D', '.', '.', 'C', 'M', 'O', 'S', '.', 'I'], ['I', 'N', 'V', 'O', 'L', 'T', 'I', '.', '.', '.', 'N'], ['A', 'Q', '.', 'R', 'E', '.', 'R', '.', 'R', 'O', 'N'], ['S', 'U', 'B', 'S', 'T', 'R', 'A', 'T', 'O', '.', 'O'], ['I', 'E', 'L', 'O', '.', 'U', '.', 'U', 'B', 'A', 'C'], ['M', '.', 'A', 'N', 'N', 'E', 'T', 'T', 'E', 'R', 'E'], ['A', 'M', 'S', '.', 'I', '.', 'H', 'T', '.', 'T', 'N'], ['R', '.', '.', '.', 'U', 'T', 'R', 'E', 'C', 'H', 'T'], ['E', '.', 'T', 'A', 'E', 'G', '.', '.', 'G', 'U', 'I'], ['.', '.', 'B', 'E', '.', 'V', 'I', 'S', 'I', 'R', '.']]
[['Z', 'A', '.', '.', 'B', 'P', '.', 'F', '.', '.', 'T'], ['E', 'G', '.', 'A', 'R', 'O', '.', 'E', 'B', 'R', 'I'], ['N', 'E', 'Y', '.', 'E', 'L', 'L', 'E', 'N', '.', 'N'], ['.', 'N', 'O', 'T', 'A', 'I', 'O', '.', 'I', 'C', 'O'], ['C', 'D', 'U', '.', 'K', 'U', 'N', 'A', '.', 'O', '.'], ['W', 'I', '.', 'T', 'E', 'R', 'G', 'A', '.', 'C', 'F'], ['.', 'N', '.', 'U', 'V', 'E', 'A', '.', 'A', 'C', 'E'], ['R', 'E', 'E', '.', 'E', 'T', 'N', 'I', 'C', 'I', '.'], ['I', '.', 'D', 'A', 'N', 'A', 'E', '.', 'F', 'U', 'P'], ['P', 'I', 'P', 'A', '.', 'N', 'S', 'A', '.', 'T', 'T'], ['A', '.', '.', 'A', '.', 'O', 'I', '.', '.', 'I', 'P']]
[['D', 'I', 'M', '.', 'W', '.', 'B', 'M', '.', 'H', 'C'], ['I', 'N', 'I', 'G', 'O', '.', 'I', 'S', 'E', 'O', '.'], ['R', '.', 'T', 'R', '.', '.', 'T', '.', 'S', 'K', 'A'], ['A', 'L', 'T', 'A', 'I', 'R', '.', '.', '.', 'K', '.'], ['C', 'A', 'E', 'N', '.', 'I', 'E', '.', 'S', 'A', 'O'], ['.', 'E', 'N', 'D', 'O', 'S', 'C', 'O', 'P', 'I', '.'], ['O', 'T', 'E', '.', 'N', 'M', '.', 'N', 'I', 'D', 'O'], ['.', 'I', '.', '.', '.', 'A', 'M', 'I', 'G', 'O', 'S'], ['I', 'T', 'N', '.', 'L', '.', '.', 'C', 'O', '.', 'T'], ['.', 'I', 'D', 'R', 'A', '.', 'V', 'I', 'L', 'L', 'I'], ['K', 'A', '.', 'M', 'C', '.', 'Y', '.', 'O', 'N', 'A']]
[['C', 'S', 'C', '.', 'A', 'N', 'N', '.', 'P', 'Q', '.'], ['.', 'M', 'I', 'S', 'S', '.', 'A', '.', 'O', 'U', 'I'], ['A', 'A', 'A', '.', 'H', 'O', 'R', 'A', 'C', 'E', '.'], ['.', '.', 'K', 'K', 'K', '.', 'C', 'M', '.', 'S', '.'], ['S', 'P', '.', 'A', 'E', 'R', 'O', 'M', 'O', 'T', 'O'], ['G', 'L', 'E', 'N', 'N', '.', 'L', 'I', 'K', 'U', 'D'], ['C', 'E', 'R', 'T', 'A', 'M', 'E', 'N', '.', 'E', 'A'], ['.', 'T', '.', 'O', 'Z', '.', 'S', 'E', 'T', '.', '.'], ['.', 'T', 'O', 'R', 'I', 'E', 'S', '.', 'H', 'I', 'T'], ['A', 'R', 'R', '.', 'T', '.', 'I', 'D', 'O', 'L', '.'], ['.', 'I', 'L', '.', 'I', 'V', 'A', '.', 'T', 'L', 'L']]
[['I', '.', 'M', 'E', 'R', 'V', '.', '.', '.', 'P', 'G'], ['N', 'B', '.', 'R', 'I', 'O', 'N', '.', 'T', 'S', 'I'], ['F', 'I', 'N', 'G', 'A', 'L', '.', 'B', 'O', 'S', 'A'], ['E', 'L', 'B', 'A', '.', 'T', '.', '.', 'M', '.', 'N'], ['R', 'I', 'C', '.', 'E', 'A', '.', '.', '.', 'U', 'N'], ['O', 'C', '.', 'C', 'E', 'F', 'F', 'O', '.', 'L', 'I'], ['C', 'O', '.', '.', '.', 'A', 'C', '.', 'C', 'T', 'Z'], ['I', '.', 'R', '.', '.', 'C', '.', 'Q', 'U', 'I', 'Z'], ['R', 'O', 'S', 'I', '.', 'C', 'I', 'U', 'R', 'M', 'E'], ['S', 'B', 'I', '.', 'L', 'I', 'L', 'A', '.', 'A', 'R'], ['I', 'L', '.', '.', '.', 'A', 'L', 'L', 'O', '.', 'O']]
[['T', 'A', 'L', 'I', 'D', 'O', 'M', 'I', 'D', 'E', '.'], ['U', 'M', 'A', '.', 'A', 'R', 'A', 'N', 'C', 'I', 'A'], ['S', 'T', 'O', 'C', 'C', 'A', 'R', 'D', 'A', '.', 'J'], ['A', '.', '.', '.', 'O', 'R', 'C', '.', '.', '.', '.'], ['.', 'V', 'I', 'N', '.', 'I', 'E', 'N', 'E', '.', '.'], ['Q', 'E', '.', 'O', 'L', '.', 'L', 'I', '.', 'V', 'M'], ['.', '.', 'C', 'I', 'A', 'K', '.', 'T', 'V', 'B', '.'], ['.', '.', '.', '.', 'K', 'I', 'P', '.', '.', '.', 'S'], ['V', '.', 'S', 'P', 'E', 'L', 'O', 'N', 'C', 'H', 'E'], ['I', 'N', 'T', 'E', 'R', 'I', 'M', '.', 'E', 'I', 'N'], ['.', 'P', 'R', 'I', 'S', 'M', 'A', 'T', 'I', 'C', 'I']]
[['L', '.', '.', 'V', '.', 'E', '.', 'V', 'H', '.', 'R'], ['A', 'S', 'S', 'E', 'M', 'B', 'L', 'E', 'A', 'R', 'E'], ['B', 'Y', '.', '.', '.', 'R', 'O', 'R', 'I', 'D', 'A'], ['O', '.', 'A', 'C', 'M', 'O', 'N', 'I', 'T', 'A', 'L'], ['R', 'I', 'R', '.', 'A', '.', 'T', '.', 'I', '.', 'E'], ['.', '.', 'R', 'U', 'G', 'I', 'A', 'D', 'A', '.', '.'], ['G', '.', 'O', '.', 'G', '.', 'N', '.', 'N', 'E', 'K'], ['L', 'E', 'T', 'T', 'E', 'R', 'A', 'R', 'I', '.', 'A'], ['A', 'R', 'I', 'O', 'S', 'A', '.', '.', '.', 'F', 'B'], ['C', 'O', 'N', 'T', 'E', 'R', 'R', 'A', 'N', 'E', 'I'], ['É', '.', 'I', 'A', '.', 'A', '.', 'Y', '.', '.', 'R']]
[['T', 'S', 'I', 'N', 'A', 'N', '.', 'U', 'V', 'E', 'A'], ['W', 'I', 'N', 'D', '.', 'I', '.', '.', 'E', 'G', 'A'], ['E', 'L', 'E', 'U', 'S', 'I', '.', 'M', 'N', '.', '.'], ['E', '.', 'S', 'J', '.', '.', 'P', '.', 'I', 'L', 'E'], ['D', 'C', '.', 'A', 'N', 'N', 'E', '.', 'E', 'A', 'T'], ['.', 'L', 'V', '.', 'O', 'O', 'S', '.', 'R', 'N', '.'], ['T', 'A', 'O', '.', 'E', 'T', 'T', 'O', '.', 'G', 'S'], ['P', 'N', 'L', '.', 'L', '.', '.', 'L', 'G', '.', 'A'], ['.', '.', 'E', 'U', '.', 'B', 'A', 'I', 'R', 'A', 'M'], ['A', 'P', 'R', '.', '.', 'I', '.', 'G', 'O', 'L', 'A'], ['C', 'H', 'E', 'N', '.', 'C', 'L', 'O', 'S', 'E', 'R']]
[['S', 'M', '.', 'T', 'S', 'E', 'T', 'S', 'E', '.', 'W'], ['U', '.', 'C', 'O', 'R', 'P', 'O', 'S', 'I', '.', 'V'], ['.', 'D', 'S', 'A', '.', 'C', '.', 'I', '.', '.', '.'], ['S', 'E', 'A', 'N', '.', '.', '.', '.', 'T', 'G', 'S'], ['C', 'A', 'R', 'T', 'A', 'M', 'O', '.', 'S', 'E', 'I'], ['U', 'N', 'D', 'E', 'R', 'G', 'R', 'O', 'U', 'N', 'D'], ['S', 'N', 'A', '.', 'M', 'E', 'S', 'S', 'N', 'E', 'R'], ['A', 'A', 'S', '.', '.', '.', '.', 'C', 'A', 'R', 'O'], ['.', '.', '.', 'A', '.', 'L', '.', 'U', 'M', 'O', '.'], ['L', '.', 'E', 'R', 'N', 'I', 'A', 'R', 'I', '.', 'F'], ['S', '.', 'T', 'R', 'O', 'N', 'C', 'O', '.', 'K', 'T']]
[['B', 'A', 'R', 'B', 'A', 'G', 'I', 'A', 'N', 'N', 'I'], ['Y', '.', '.', 'U', '.', '.', '.', 'L', 'I', 'E', 'D'], ['.', 'C', '.', 'D', 'O', 'T', 'T', '.', 'C', 'W', '.'], ['V', 'O', '.', 'A', 'E', 'R', 'A', 'T', 'O', '.', 'X'], ['B', 'R', '.', 'P', 'R', 'E', 'V', 'A', 'L', 'S', 'O'], ['.', 'F', 'C', 'E', '.', '.', '.', 'C', 'A', 'T', '.'], ['G', 'U', 'A', 'S', 'C', 'O', 'N', 'I', '.', 'O', 'M'], ['I', '.', 'S', 'T', 'U', 'A', 'R', 'T', '.', 'R', 'A'], ['.', 'Y', 'A', '.', 'R', 'U', 'N', 'A', '.', 'M', '.'], ['B', 'O', 'L', 'T', '.', '.', '.', 'R', '.', '.', 'J'], ['S', 'U', 'S', 'S', 'E', 'G', 'U', 'E', 'N', 'T', 'I']]
[['B', 'G', '.', 'I', 'C', 'E', '.', 'M', '.', 'Y', '.', '.', 'Q'], ['W', 'O', 'L', 'F', 'G', 'A', 'N', 'G', '.', 'O', 'T', 'S', 'U'], ['.', 'I', 'S', 'A', '.', 'N', 'O', '.', '.', '.', 'E', 'H', '.'], ['.', '.', '.', 'L', 'F', '.', 'V', '.', '.', 'A', 'L', 'A', 'M'], ['.', 'S', 'H', 'E', 'R', 'M', 'A', 'N', '.', 'M', 'E', 'R', 'A'], ['S', '.', 'O', '.', 'A', 'I', 'N', 'U', '.', 'A', 'P', 'I', 'S'], ['C', 'I', 'N', 'E', 'M', 'A', 'T', 'O', 'G', 'R', 'A', 'F', 'O'], ['E', 'N', 'D', 'O', '.', 'M', 'E', 'T', 'A', '.', 'S', '.', 'N'], ['S', 'O', 'U', 'L', '.', 'I', 'S', 'O', 'I', 'P', 'S', 'A', '.'], ['A', 'P', 'R', 'O', '.', '.', 'I', '.', 'O', 'O', '.', '.', '.'], ['.', 'I', 'A', '.', '.', '.', 'M', 'Y', '.', 'R', 'I', 'P', '.'], ['N', 'A', 'S', 'A', '.', 'C', 'O', 'I', 'N', 'C', 'I', 'S', 'E'], ['P', '.', '.', 'X', '.', 'H', '.', 'N', 'A', 'I', '.', 'T', 'M']]
[['W', 'T', '.', 'C', 'O', 'D', '.', 'A', '.', 'C', '.', '.', 'T'], ['A', 'A', '.', '.', '.', 'V', 'E', 'R', 'T', 'E', 'B', 'R', 'E'], ['G', 'G', '.', '.', 'L', '.', '.', 'U', 'I', '.', 'O', 'I', 'L'], ['N', 'L', 'G', '.', 'L', '.', 'C', '.', 'D', 'A', 'R', 'S', 'I'], ['E', 'I', '.', 'Q', '.', 'S', 'A', 'L', '.', 'O', 'M', 'T', '.'], ['R', 'E', 'G', 'O', 'L', 'A', 'M', 'E', 'N', 'T', 'A', 'R', 'I'], ['.', 'G', 'A', '.', 'U', 'T', 'I', 'C', 'A', '.', 'N', 'E', '.'], ['A', 'G', 'G', 'H', 'I', 'A', 'C', 'C', 'I', 'A', 'N', 'T', 'I'], ['.', 'I', 'A', 'S', '.', 'N', 'I', 'I', '.', 'J', '.', 'T', 'L'], ['N', 'A', 'R', 'V', 'A', '.', 'A', '.', 'M', '.', 'M', 'E', 'L'], ['I', 'R', 'I', '.', 'M', 'V', '.', '.', 'I', '.', '.', 'Z', 'E'], ['F', 'E', 'N', 'O', 'M', 'E', 'N', 'I', '.', '.', '.', 'Z', 'S'], ['E', '.', '.', 'Y', '.', 'N', '.', 'C', 'N', 'R', '.', 'E', 'A']]
[['O', 'N', 'M', '.', 'P', '.', 'J', 'O', '.', 'Q', 'S', '.', 'A'], ['.', 'J', 'A', 'C', 'O', 'B', '.', 'N', '.', '.', '.', 'S', 'C'], ['P', '.', 'R', '.', 'S', 'R', 'L', '.', '.', '.', 'T', 'I', 'R'], ['L', 'I', 'C', 'H', 'T', 'E', 'N', 'S', 'T', 'E', 'I', 'N', '.'], ['.', 'D', 'A', '.', 'E', 'Z', '.', '.', '.', '.', 'N', 'G', 'I'], ['V', 'E', 'N', 'E', 'R', 'E', 'I', '.', 'V', 'I', 'T', 'A', 'S'], ['I', 'N', 'T', 'O', 'L', 'L', 'E', 'R', 'A', 'B', 'I', 'L', 'I'], ['A', 'T', 'O', 'N', 'A', '.', 'M', 'A', 'R', 'I', 'N', 'E', 'S'], ['N', 'I', 'N', '.', '.', '.', '.', 'G', 'S', '.', 'N', 'S', '.'], ['.', 'C', 'I', 'O', 'C', 'C', 'O', 'L', 'A', 'T', 'A', 'I', 'A'], ['A', 'H', 'O', '.', '.', '.', 'L', 'A', 'V', '.', 'N', '.', 'N'], ['U', 'E', '.', '.', '.', 'U', '.', 'N', 'I', 'T', 'T', 'I', '.'], ['C', '.', 'M', 'W', '.', 'L', 'A', '.', 'A', '.', 'I', 'E', 'S']]
[['B', 'A', 'N', 'A', 'N', 'A', 'S', '.', '.', 'L', '.', '.', 'D'], ['S', 'C', 'A', 'R', 'O', 'L', 'A', '.', '.', 'A', 'S', 'C', 'I'], ['.', 'H', 'I', 'N', 'T', 'E', 'R', 'L', 'A', 'N', 'D', '.', 'C'], ['A', 'A', 'R', 'E', '.', '.', '.', 'O', 'R', 'C', 'I', 'A', 'I'], ['S', 'Z', '.', 'S', 'W', 'A', 'H', 'I', 'L', 'I', '.', '.', '.'], ['I', '.', '.', 'E', 'N', '.', 'A', 'S', 'T', 'O', 'R', '.', 'M'], ['L', 'O', 'S', '.', '.', '.', 'N', '.', '.', '.', 'M', 'O', 'U'], ['O', '.', 'T', 'Y', 'S', 'O', 'N', '.', 'L', 'Z', '.', '.', 'T'], ['.', '.', '.', 'E', 'I', 'N', 'A', 'U', 'D', 'I', '.', 'C', 'U'], ['N', 'A', 'T', 'H', 'A', 'N', '.', '.', '.', 'G', 'E', 'R', 'I'], ['O', '.', 'F', 'U', 'N', 'I', 'C', 'O', 'L', 'A', 'R', 'E', '.'], ['C', 'A', 'R', 'D', '.', '.', 'E', 'B', 'A', 'N', 'I', 'T', 'E'], ['S', '.', '.', 'I', '.', '.', 'O', 'C', 'R', 'A', 'C', 'E', 'A']]
[['.', '.', '.', 'L', '.', '.', 'C', '.', 'C', 'R', 'A', 'X', 'I'], ['.', 'C', 'O', 'A', 'C', 'E', 'R', 'V', 'I', '.', 'E', 'X', '.'], ['B', 'I', 'S', 'E', 'T', 'T', 'I', 'M', 'A', 'N', 'A', 'L', 'I'], ['.', 'A', '.', 'S', 'I', 'T', 'O', '.', 'L', '.', '.', '.', 'N'], ['.', 'B', 'N', '.', '.', 'I', 'A', 'R', 'D', 'A', '.', 'B', 'V'], ['G', 'A', 'M', 'M', 'A', '.', 'N', 'I', 'O', '.', 'G', 'L', 'I'], ['A', 'T', '.', 'I', 'N', 'G', 'E', 'G', 'N', 'O', '.', 'A', 'S'], ['L', 'T', 'A', '.', 'G', 'I', 'S', '.', 'E', 'V', 'A', 'S', 'O'], ['L', 'A', '.', 'C', 'E', 'N', 'T', 'O', '.', '.', 'D', 'F', '.'], ['U', '.', '.', '.', 'L', '.', 'E', 'D', 'O', 'M', '.', 'E', '.'], ['P', 'E', 'R', 'M', 'I', 'S', 'S', 'I', 'V', 'I', 'S', 'M', 'O'], ['.', 'G', 'A', '.', 'C', 'H', 'I', 'N', 'O', 'T', 'T', 'O', '.'], ['E', 'R', 'B', 'I', 'O', '.', 'A', '.', '.', 'O', '.', '.', '.']]
[['D', '.', 'G', 'O', 'Y', 'A', '.', 'S', 'E', 'N', '.', 'A', 'D'], ['O', 'B', 'E', 'R', 'O', 'N', '.', 'P', '.', 'E', 'N', 'Z', 'O'], ['M', 'T', '.', 'G', 'U', 'G', 'G', 'E', 'N', 'H', 'E', 'I', 'M'], ['U', '.', 'S', 'A', '.', '.', 'A', 'S', 'L', '.', '.', 'E', 'E'], ['S', 'T', 'I', 'N', 'G', 'E', 'R', 'E', '.', '.', 'W', 'N', '.'], ['.', 'O', '.', 'I', 'N', '.', 'A', '.', 'A', 'S', '.', 'D', '.'], ['N', 'R', '.', 'N', '.', 'E', 'N', 'E', '.', 'F', '.', 'A', 'J'], ['.', 'P', '.', 'O', 'U', '.', 'T', '.', 'A', 'U', '.', 'L', '.'], ['.', 'E', 'P', '.', '.', 'R', 'I', 'G', 'O', 'G', 'L', 'I', 'O'], ['I', 'D', '.', '.', 'P', 'O', 'R', '.', '.', 'G', 'I', '.', 'P'], ['M', 'O', 'N', 'T', 'E', 'V', 'E', 'R', 'D', 'I', '.', 'S', 'P'], ['E', 'N', 'F', 'I', '.', 'E', '.', 'S', 'E', 'R', 'I', 'C', 'I'], ['R', 'E', '.', 'D', 'A', 'R', '.', 'A', 'P', 'E', 'C', '.', 'O']]
[['.', 'W', 'G', '.', 'B', 'T', '.', 'B', 'O', 'S', 'A', '.', '.'], ['.', '.', 'A', 'L', 'C', 'O', 'L', 'I', 'S', 'T', 'I', '.', 'R'], ['I', 'P', 'N', 'O', '.', 'N', 'E', 'O', 'T', 'E', 'N', 'I', 'A'], ['.', 'H', 'D', 'T', 'V', '.', 'O', 'P', 'E', 'C', '.', 'L', 'P'], ['A', '.', '.', 'I', 'C', 'O', 'N', 'S', '.', 'C', 'U', 'O', 'I'], ['G', '.', '.', '.', 'R', '.', 'A', 'I', 'D', 'O', '.', 'T', 'D'], ['E', 'D', '.', '.', '.', 'G', 'R', 'A', '.', '.', '.', 'I', 'I'], ['S', 'I', '.', 'Y', 'A', 'R', 'D', '.', 'S', '.', '.', '.', 'T'], ['I', 'N', 'C', 'A', '.', 'A', 'E', 'R', 'E', 'E', '.', '.', 'À'], ['L', 'A', '.', 'S', 'A', 'N', 'S', '.', 'O', 'C', 'S', 'E', '.'], ['A', 'R', 'A', 'M', 'A', 'I', 'C', 'A', '.', 'H', 'O', 'L', 'A'], ['O', '.', 'C', 'I', 'R', 'C', 'A', 'S', 'S', 'I', 'A', '.', '.'], ['.', '.', 'E', 'N', 'E', 'O', '.', 'L', 'D', '.', 'P', 'N', '.']]
[['H', 'W', '.', 'A', 'B', 'B', 'U', 'F', 'F', 'A', 'T', 'A', '.'], ['E', 'A', 'R', 'L', '.', '.', '.', 'L', 'O', '.', 'U', 'M', 'A'], ['I', 'T', 'A', 'M', 'I', '.', '.', 'A', 'T', 'E', 'R', 'N', 'O'], ['.', 'E', 'N', 'A', 'L', 'O', 'T', 'T', 'O', '.', 'A', '.', 'S'], ['.', 'R', '.', 'N', 'A', 'V', 'I', '.', '.', 'T', '.', '.', '.'], ['U', 'L', 'N', 'A', 'R', 'I', '.', 'S', 'P', 'E', 'L', 'E', 'O'], ['.', 'O', 'R', 'C', 'I', '.', '.', '.', 'I', 'R', 'I', 'S', '.'], ['L', 'O', 'N', 'C', 'A', 'R', '.', 'T', 'E', 'M', 'U', 'T', 'O'], ['.', '.', '.', 'O', '.', '.', 'C', 'E', 'T', 'O', '.', 'R', '.'], ['P', '.', 'A', '.', 'E', 'F', 'E', 'D', 'R', 'I', 'N', 'A', '.'], ['A', 'S', 'C', 'A', 'R', 'I', '.', '.', 'A', 'O', 'S', 'T', 'A'], ['F', 'U', 'R', '.', 'M', 'J', '.', '.', '.', 'N', 'U', 'T', 'I'], ['.', 'P', 'O', 'S', 'E', 'I', 'D', 'O', 'N', 'E', '.', 'I', 'L']]
[['C', '.', 'C', 'L', 'I', 'P', '.', '.', 'B', '.', '.', 'O', 'V'], ['L', '.', 'R', '.', 'N', 'N', '.', 'Q', 'U', 'A', 'D', 'R', 'A'], ['A', 'F', 'O', 'S', 'E', '.', 'M', '.', '.', 'B', 'I', 'L', 'L'], ['M', 'O', 'D', 'I', 'S', 'T', 'E', 'R', 'I', 'A', '.', 'O', '.'], ['O', 'R', 'A', 'L', '.', 'E', 'T', 'O', 'N', '.', 'E', 'V', 'O'], ['R', '.', '.', 'E', 'I', 'L', 'A', 'T', '.', 'R', 'M', '.', 'R'], ['O', '.', 'C', '.', '.', 'E', 'C', 'O', '.', '.', 'O', '.', 'I'], ['S', '.', 'T', 'T', '.', 'C', 'A', 'N', 'T', 'U', '.', '.', 'Z'], ['A', 'P', 'E', '.', 'W', 'O', 'R', 'D', '.', 'R', 'I', 'T', 'Z'], ['.', 'E', '.', 'C', 'A', 'M', 'P', 'O', 'B', 'A', 'S', 'S', 'O'], ['A', 'T', 'T', 'E', '.', '.', 'O', '.', 'E', 'L', 'T', 'O', 'N'], ['I', 'R', 'A', 'R', 'S', 'I', '.', 'S', 'L', '.', 'A', '.', 'T'], ['P', 'A', '.', '.', 'U', '.', '.', 'S', 'T', 'E', 'T', '.', 'E']]
[['.', '.', '.', '.', 'E', 'S', 'O', 'D', 'O', '.', 'B', 'I', 'H'], ['.', '.', '.', 'A', 'B', 'U', 'S', 'I', '.', 'O', 'T', 'S', 'U'], ['.', '.', 'T', 'R', 'A', 'P', '.', 'F', 'K', '.', '.', 'P', 'D'], ['.', '.', 'O', 'R', 'N', 'E', '.', 'F', 'L', 'O', 'R', 'I', 'S'], ['E', '.', '.', '.', 'I', 'R', 'T', 'E', '.', 'A', 'F', 'R', 'O'], ['M', 'O', 'N', 'T', 'S', 'E', 'R', 'R', 'A', 'T', '.', 'A', 'N'], ['.', 'T', '.', 'A', 'T', 'N', '.', 'E', 'R', 'E', '.', 'R', '.'], ['N', 'T', '.', 'P', 'I', 'A', 'G', 'N', 'I', 'S', 'T', 'E', 'O'], ['I', 'U', 'T', 'A', '.', 'L', 'A', 'Z', 'O', '.', '.', '.', 'L'], ['E', 'R', 'A', 'S', 'M', 'O', '.', 'I', 'S', 'I', 'M', '.', '.'], ['M', 'A', '.', '.', 'T', 'T', '.', 'A', 'T', 'E', 'E', '.', '.'], ['E', 'T', 'T', 'I', '.', 'T', 'A', 'L', 'E', 'A', '.', '.', '.'], ['N', 'I', 'I', '.', 'M', 'O', 'R', 'E', 'A', '.', '.', '.', '.']]
